product_id,product_name,region,shipping_date,country,city,subcategory,customer_id,customer_name,province,category,customer_type,row_id,shipping_standard,shipping_status,order_id,order_date,profit,days_before_shipping_actual,days_before_shipping_planned,discount,amount,sales,predicted_sales
办公用-Art-10000575,"Binney & Smith 画布, 金属",E,2022/6/10,中国,福州,Art,贾彩-10600,贾彩,福建,Office Supplies,Business,8682,标准级,提前装运,US-2022-1610589,2022/6/5,34,5,￥6,0%,2,491,￥736
技术-Accessories-10004611,"Memorex 键盘, 可编程",S,2022/5/22,中国,海口,Accessories,夏明-18355,夏明媚,海南,Technology,Business,8683,一级,延迟装运,US-2022-4180783,2022/5/20,75,2,￥1,0%,2,680,"￥1,018"
办公用-Supplies-10000347,"Stiletto 尺子, 锯齿状",N,2019/3/9,中国,汉沽,Supplies,冯立-16735,冯立,天津,Office Supplies,Consumer,8685,标准级,延迟装运,US-2019-4676940,2019/3/2,24,7,￥6,0%,3,162,￥243
家具-Bookshelf-10002612,"Bush 墙角架, 金属",N,2019/3/9,中国,汉沽,Bookshelf,冯立-16735,冯立,天津,Furniture,Consumer,8686,标准级,延迟装运,US-2019-4676940,2019/3/2,127,7,￥6,0%,1,576,￥863
技术-Accessories-10002006,"Memorex 鼠标, 回收",N,2019/3/9,中国,汉沽,Accessories,冯立-16735,冯立,天津,Technology,Consumer,8687,标准级,延迟装运,US-2019-4676940,2019/3/2,43,7,￥6,0%,2,242,￥363
家具-Chair-10002020,"Novimex 沙滩椅, 红色",N,2019/3/9,中国,汉沽,Chair,冯立-16735,冯立,天津,Furniture,Consumer,8688,标准级,延迟装运,US-2019-4676940,2019/3/2,257,7,￥6,0%,3,643,￥964
技术-Equipment-10003952,"柯尼卡 卡片打印机, 白色",NE,2020/9/21,中国,恒山,Equipment,邱升-20035,邱升,黑龙江,Technology,Small Business,8689,一级,延迟装运,CN-2020-1321997,2020/9/18,32,3,￥1,0%,4,3240,"￥4,852"
技术-Accessories-10003154,"Enermax 鼠标, 实惠",E,2021/6/6,中国,大同,Accessories,黄磊-16015,黄磊,安徽,Technology,Consumer,8690,一级,延迟装运,CN-2021-2607133,2021/6/3,141,3,￥1,0%,3,564,￥845
办公用-Label-10004733,"Avery 有色Label, 白色",E,2021/6/6,中国,大同,Label,黄磊-16015,黄磊,安徽,Office Supplies,Consumer,8691,一级,延迟装运,CN-2021-2607133,2021/6/3,62,3,￥1,0%,2,124,￥186
办公用-Art-10002159,"BIC 钢笔, 金属",S,2021/6/5,中国,宜城,Art,苏晒-19825,苏晒明,湖北,Office Supplies,Consumer,8692,标准级,提前装运,US-2021-5480180,2021/5/31,-47,5,￥6,80%,2,29,￥43
办公用-Art-10003303,"Stanley 荧光笔, 整包",S,2021/6/5,中国,宜城,Art,苏晒-19825,苏晒明,湖北,Office Supplies,Consumer,8693,标准级,提前装运,US-2021-5480180,2021/5/31,-105,5,￥6,80%,2,28,￥42
技术-Telephone-10000691,"摩托罗拉 耳机, 蓝色",S,2021/6/5,中国,宜城,Telephone,苏晒-19825,苏晒明,湖北,Technology,Consumer,8694,标准级,提前装运,US-2021-5480180,2021/5/31,-138,5,￥6,40%,1,223,￥334
办公用-Label-10003382,"Novimex 文件夹Label, 耐用",S,2021/6/5,中国,宜城,Label,苏晒-19825,苏晒明,湖北,Office Supplies,Consumer,8695,标准级,提前装运,US-2021-5480180,2021/5/31,5,5,￥6,0%,1,40,￥60
技术-Telephone-10004290,"诺基亚 信号增强器, 蓝色",E,2019/2/1,中国,滁州,Telephone,林康-15400,林康,安徽,Technology,Business,8696,标准级,提前装运,US-2019-1951831,2019/1/27,32,5,￥6,0%,1,637,￥954
办公用-Supplies-10002859,"Fiskars 大剪刀, 工业",E,2021/3/25,中国,洛阳,Supplies,薛娇-14665,薛娇,福建,Office Supplies,Consumer,8697,标准级,提前装运,CN-2021-5033587,2021/3/21,179,4,￥6,0%,3,690,"￥1,033"
办公用-Supplies-10003562,"Fiskars 剪刀, 锯齿状",E,2021/3/25,中国,洛阳,Supplies,薛娇-14665,薛娇,福建,Office Supplies,Consumer,8698,标准级,提前装运,CN-2021-5033587,2021/3/21,74,4,￥6,0%,9,834,"￥1,249"
办公用-系固-10002368,"OIC 回形针, 混合尺寸",SW,2020/11/12,中国,成都,Fastener,曾锦-14935,曾锦,四川,Office Supplies,Business,8699,标准级,提前装运,US-2020-2298972,2020/11/7,-85,5,￥6,40%,4,133,￥199
家具-Chair-10003805,"Hon 扶手椅, 每套两件",NW,2021/8/31,中国,铜川,Chair,侯虹-13825,侯虹,陕西,Furniture,Business,8700,标准级,提前装运,US-2021-4292548,2021/8/27,2444,4,￥6,0%,3,6431,"￥9,632"
家具-Chair-10003019,"Harbour Creations 摇椅, 红色",NW,2021/8/31,中国,铜川,Chair,侯虹-13825,侯虹,陕西,Furniture,Business,8701,标准级,提前装运,US-2021-4292548,2021/8/27,82,4,￥6,0%,1,686,"￥1,028"
办公用-Supplies-10004001,"Fiskars 剪刀, 工业",S,2021/5/29,中国,钦州,Supplies,丁妮-18610,丁妮,广西,Office Supplies,Business,8702,二级,提前装运,CN-2021-5616321,2021/5/27,79,2,￥3,0%,3,347,￥520
办公用-Label-10000058,"Novimex 运输Label, 白色",E,2019/4/12,中国,温岭,Label,唐安-10240,唐安,浙江,Office Supplies,Consumer,8703,二级,延迟装运,CN-2019-4217149,2019/4/7,169,5,￥3,0%,7,359,￥537
办公用-Label-10004327,"Novimex 文件夹Label, 可调",E,2019/4/12,中国,温岭,Label,唐安-10240,唐安,浙江,Office Supplies,Consumer,8704,二级,延迟装运,CN-2019-4217149,2019/4/7,26,5,￥3,0%,2,57,￥86
办公用-系固-10001972,"OIC 按钉, 金属",E,2019/4/12,中国,温岭,Fastener,唐安-10240,唐安,浙江,Office Supplies,Consumer,8705,二级,延迟装运,CN-2019-4217149,2019/4/7,-34,5,￥3,40%,4,168,￥252
家具-Bookshelf-10003499,"宜家 书库, 金属",SW,2021/6/7,中国,德阳,Bookshelf,钱崆-15490,钱崆,四川,Furniture,Consumer,8706,一级,延迟装运,CN-2021-5477816,2021/6/4,-1863,3,￥1,40%,5,5080,"￥7,608"
家具-Chair-10000374,"Harbour Creations 椅垫, 可调",SW,2021/6/7,中国,德阳,Chair,钱崆-15490,钱崆,四川,Furniture,Consumer,8707,一级,延迟装运,CN-2021-5477816,2021/6/4,83,3,￥1,40%,4,834,"￥1,249"
技术-Accessories-10000080,"Memorex 键区, 实惠",SW,2021/6/7,中国,德阳,Accessories,钱崆-15490,钱崆,四川,Technology,Consumer,8708,一级,延迟装运,CN-2021-5477816,2021/6/4,-203,3,￥1,40%,4,506,￥758
办公用-系固-10000678,"Accos 按钉, 金属",SW,2021/6/7,中国,德阳,Fastener,钱崆-15490,钱崆,四川,Office Supplies,Consumer,8709,一级,延迟装运,CN-2021-5477816,2021/6/4,-11,3,￥1,40%,3,123,￥184
办公用-Art-10002411,"BIC 速写本, 整包",SW,2021/6/30,中国,成都,Art,俞荷-13780,俞荷,四川,Office Supplies,Consumer,8710,标准级,准时装运,US-2021-1964482,2021/6/24,-400,6,￥6,80%,5,228,￥342
办公用-Paper-10003781,"Green Bar 备忘录便条, 优质",S,2020/9/18,中国,商丘,Paper,楚虢-13465,楚虢,河南,Office Supplies,Consumer,8711,一级,延迟装运,CN-2020-1058371,2020/9/15,68,3,￥1,0%,2,158,￥237
技术-Telephone-10003653,"三星 充电器, 混合尺寸",E,2022/5/19,中国,南通,Telephone,袁荣-19765,袁荣,江苏,Technology,Business,8712,标准级,延迟装运,US-2022-4889288,2022/5/12,298,7,￥6,40%,2,3578,"￥5,359"
办公用-Envelope-10000562,"Kraft 搭扣Envelope, 银色",N,2022/12/22,中国,满洲里,Envelope,巩明-18370,巩明媚,内蒙古,Office Supplies,Consumer,8713,当日,准时装运,CN-2022-4800042,2022/12/22,24,0,￥0,0%,1,53,￥80
技术-Equipment-10003013,"松下 喷墨打印机, 红色",N,2022/12/22,中国,满洲里,Equipment,巩明-18370,巩明媚,内蒙古,Technology,Consumer,8714,当日,准时装运,CN-2022-4800042,2022/12/22,-116,0,￥0,40%,8,6927,"￥10,374"
办公用-收纳-10001112,"Fellowes 盒, 工业",N,2022/12/22,中国,满洲里,Storage Tool,巩明-18370,巩明媚,内蒙古,Office Supplies,Consumer,8715,当日,准时装运,CN-2022-4800042,2022/12/22,68,0,￥0,0%,3,282,￥423
办公用-Tool-10003836,"Hoover 微波炉, 黑色",N,2022/12/22,中国,满洲里,Tool,巩明-18370,巩明媚,内蒙古,Office Supplies,Consumer,8716,当日,准时装运,CN-2022-4800042,2022/12/22,-777,0,￥0,40%,2,1725,"￥2,584"
办公用-系固-10002224,"Advantus 图钉, 每包 12 个",S,2021/4/17,中国,上梅,Fastener,佘彩-10735,佘彩,湖南,Office Supplies,Consumer,8717,标准级,延迟装运,CN-2021-3417942,2021/4/10,17,7,￥6,0%,1,61,￥91
家具-Chair-10001676,"Hon 沙滩椅, 可调",S,2021/4/17,中国,上梅,Chair,佘彩-10735,佘彩,湖南,Furniture,Consumer,8718,标准级,延迟装运,CN-2021-3417942,2021/4/10,71,7,￥6,10%,4,800,"￥1,199"
办公用-Tool-10004554,"Hoover 炉灶, 黑色",NE,2020/10/30,中国,八面通,Tool,蔡晨-11200,蔡晨,黑龙江,Office Supplies,Consumer,8719,标准级,提前装运,CN-2020-1196810,2020/10/26,742,4,￥6,0%,1,2650,"￥3,969"
办公用-Tool-10003069,"KitchenAid 咖啡研磨机, 银色",E,2021/5/30,中国,淮南,Tool,郝廉-17245,郝廉,安徽,Office Supplies,Consumer,8720,二级,准时装运,CN-2021-5264054,2021/5/27,46,3,￥3,0%,1,332,￥498
家具-Bookshelf-10003617,"Bush Bookshelf, 黑色",E,2022/7/1,中国,滁州,Bookshelf,韦实-20275,韦实,安徽,Furniture,Consumer,8721,二级,延迟装运,CN-2022-1086295,2022/6/26,437,5,￥3,0%,3,1748,"￥2,618"
办公用-装订-10002049,"Ibico Binding Machine盖, 透明",N,2021/5/10,中国,北京,Binding Machine,田磊-16120,田磊,北京,Office Supplies,Small Business,8722,标准级,提前装运,CN-2021-3551529,2021/5/6,41,4,￥6,0%,4,245,￥366
技术-复印-10000413,"Hewlett 传真Copier, 红色",N,2021/5/10,中国,北京,Copier,田磊-16120,田磊,北京,Technology,Small Business,8723,标准级,提前装运,CN-2021-3551529,2021/5/6,356,4,￥6,0%,4,3567,"￥5,341"
家具-Chair-10003692,"SAFCO 扶手椅, 红色",N,2021/5/10,中国,北京,Chair,田磊-16120,田磊,北京,Furniture,Small Business,8724,标准级,提前装运,CN-2021-3551529,2021/5/6,2842,4,￥6,0%,3,6460,"￥9,675"
办公用-Tool-10003386,"Breville 烤面包机, 红色",E,2022/2/8,中国,启东,Tool,赖虎-14035,赖虎,江苏,Office Supplies,Business,8725,标准级,提前装运,CN-2022-2316295,2022/2/4,21,4,￥6,40%,1,215,￥322
家具-Chair-10003177,"Harbour Creations 椅垫, 每套两件",E,2022/2/8,中国,启东,Chair,赖虎-14035,赖虎,江苏,Furniture,Business,8726,标准级,提前装运,CN-2022-2316295,2022/2/4,-115,4,￥6,40%,3,624,￥934
办公用-Label-10003944,"Harbour Creations 圆形Label, 白色",E,2022/2/8,中国,启东,Label,赖虎-14035,赖虎,江苏,Office Supplies,Business,8727,标准级,提前装运,CN-2022-2316295,2022/2/4,10,4,￥6,0%,3,95,￥142
办公用-Art-10001897,"Boston 速写本, 混合尺寸",S,2020/3/3,中国,浯溪,Art,秦宁-18670,秦宁,湖南,Office Supplies,Consumer,8728,标准级,提前装运,CN-2020-1186689,2020/2/27,116,5,￥6,20%,4,773,"￥1,158"
办公用-装订-10000749,"Ibico 打孔机, 透明",S,2020/3/3,中国,浯溪,Binding Machine,秦宁-18670,秦宁,湖南,Office Supplies,Consumer,8729,标准级,提前装运,CN-2020-1186689,2020/2/27,331,5,￥6,0%,7,977,"￥1,463"
办公用-Envelope-10001882,"Ames 邮寄品, 红色",S,2022/8/14,中国,宜昌,Envelope,熊晨-11155,熊晨,湖北,Office Supplies,Consumer,8730,一级,延迟装运,CN-2022-5533473,2022/8/12,632,2,￥1,0%,8,1471,"￥2,202"
技术-复印-10001533,"惠普 个人Copier, 数字化",NW,2022/3/30,中国,阿克苏,Copier,肖保-10315,肖保,新疆,Technology,Consumer,8731,标准级,准时装运,CN-2022-1090625,2022/3/24,220,6,￥6,0%,1,578,￥866
办公用-Paper-10001036,"Eaton 备忘录便条, 回收",NW,2022/3/30,中国,阿克苏,Paper,肖保-10315,肖保,新疆,Office Supplies,Consumer,8732,标准级,准时装运,CN-2022-1090625,2022/3/24,50,6,￥6,0%,5,319,￥477
家具-Chair-10002168,"Hon 凳子, 黑色",NW,2022/3/30,中国,阿克苏,Chair,肖保-10315,肖保,新疆,Furniture,Consumer,8733,标准级,准时装运,CN-2022-1090625,2022/3/24,45,6,￥6,0%,6,4514,"￥6,760"
办公用-装订-10002575,"Wilson Jones 打孔机, 耐用",NW,2022/3/30,中国,阿克苏,Binding Machine,肖保-10315,肖保,新疆,Office Supplies,Consumer,8734,标准级,准时装运,CN-2022-1090625,2022/3/24,443,6,￥6,0%,7,963,"￥1,443"
家具-Table-10001240,"Hon 培训桌, 长方形",NW,2022/3/30,中国,阿克苏,Table,肖保-10315,肖保,新疆,Furniture,Consumer,8735,标准级,准时装运,CN-2022-1090625,2022/3/24,-308,6,￥6,40%,2,1850,"￥2,770"
办公用-Envelope-10000686,"GlobeWeis 局间Envelope, 每套 50 个",E,2022/4/8,中国,禹城,Envelope,徐蔓-17965,徐蔓楚,山东,Office Supplies,Business,8736,标准级,延迟装运,US-2022-5313470,2022/4/1,183,7,￥6,0%,2,446,￥668
技术-复印-10004980,"佳能 Copier, 彩色",SW,2019/11/7,中国,成都,Copier,夏明-18355,夏明媚,四川,Technology,Business,8737,标准级,提前装运,US-2019-5673737,2019/11/2,-788,5,￥6,40%,4,2952,"￥4,421"
家具-Chair-10001559,"Novimex 椅垫, 红色",SW,2019/11/7,中国,成都,Chair,夏明-18355,夏明媚,四川,Furniture,Business,8738,标准级,提前装运,US-2019-5673737,2019/11/2,-48,5,￥6,40%,3,473,￥709
办公用-Supplies-10004353,"Elite 开信刀, 工业",E,2019/8/8,中国,泉州,Supplies,施菊-15040,施菊,福建,Office Supplies,Consumer,8739,当日,准时装运,CN-2019-1381339,2019/8/8,119,0,￥0,0%,2,270,￥404
办公用-Envelope-10004088,"GlobeWeis 商业Envelope, 银色",NE,2020/8/5,中国,营口,Envelope,吕欢-14140,吕欢悦,辽宁,Office Supplies,Consumer,8740,二级,延迟装运,CN-2020-4037167,2020/8/1,121,4,￥3,0%,6,553,￥828
办公用-装订-10004255,"Acco 打孔机, 回收",E,2022/10/16,中国,衢州,Binding Machine,陶聪-11725,陶聪,浙江,Office Supplies,Consumer,8741,当日,准时装运,US-2022-3407073,2022/10/16,-9,0,￥0,40%,3,256,￥383
办公用-Art-10001717,"Boston 钢笔, 混合尺寸",E,2022/10/16,中国,衢州,Art,陶聪-11725,陶聪,浙江,Office Supplies,Consumer,8742,当日,准时装运,US-2022-3407073,2022/10/16,-239,0,￥0,80%,6,97,￥146
家具-Bookshelf-10001013,"Dania 搁架, 白色",E,2022/10/16,中国,衢州,Bookshelf,陶聪-11725,陶聪,浙江,Furniture,Consumer,8743,当日,准时装运,US-2022-3407073,2022/10/16,-241,0,￥0,40%,3,1444,"￥2,162"
办公用-收纳-10003617,"Tenex 文件车, 单宽度",E,2019/6/24,中国,常州,Storage Tool,谭乐-17815,谭乐,江苏,Office Supplies,Consumer,8744,二级,提前装运,US-2019-2303851,2019/6/22,426,2,￥3,0%,4,2504,"￥3,750"
家具-Chair-10001258,"Harbour Creations 扶手椅, 可调",S,2020/11/24,中国,开封,Chair,邵娜-18565,邵娜,河南,Furniture,Small Business,8745,标准级,提前装运,CN-2020-4180783,2020/11/20,6220,4,￥6,10%,8,15997,"￥23,957"
办公用-系固-10003889,"OIC 图钉, 金属",E,2022/12/19,中国,上海,Fastener,薛强-19330,薛强,上海,Office Supplies,Consumer,8746,标准级,提前装运,CN-2022-4644475,2022/12/14,23,5,￥6,0%,1,66,￥99
办公用-Tool-10000912,"Hamilton Beach 冰箱, 黑色",E,2022/12/19,中国,上海,Tool,薛强-19330,薛强,上海,Office Supplies,Consumer,8747,标准级,提前装运,CN-2022-4644475,2022/12/14,629,5,￥6,0%,9,20982,"￥31,422"
办公用-Paper-10003494,"Enermax 羊皮纸, 多色",E,2022/12/19,中国,上海,Paper,薛强-19330,薛强,上海,Office Supplies,Consumer,8748,标准级,提前装运,CN-2022-4644475,2022/12/14,59,5,￥6,0%,2,157,￥235
家具-Chair-10000270,"Novimex 凳子, 黑色",NE,2022/9/21,中国,哈尔滨,Chair,万虹-13900,万虹,黑龙江,Furniture,Consumer,8749,标准级,准时装运,CN-2022-2396895,2022/9/15,144,6,￥6,0%,1,756,"￥1,132"
办公用-装订-10002707,"Ibico Label, 耐用",NE,2022/9/21,中国,哈尔滨,Binding Machine,万虹-13900,万虹,黑龙江,Office Supplies,Consumer,8750,标准级,准时装运,CN-2022-2396895,2022/9/15,77,6,￥6,0%,8,389,￥582
办公用-系固-10000170,"Stockwell 图钉, 混合尺寸",NE,2020/6/15,中国,鸡西,Fastener,徐安-10150,徐安,黑龙江,Office Supplies,Consumer,8751,标准级,提前装运,CN-2020-3868597,2020/6/11,29,4,￥6,0%,3,154,￥230
办公用-Tool-10003122,"Breville 炉灶, 红色",NE,2020/6/15,中国,鸡西,Tool,徐安-10150,徐安,黑龙江,Office Supplies,Consumer,8752,标准级,提前装运,CN-2020-3868597,2020/6/11,2437,4,￥6,0%,3,7862,"￥11,773"
办公用-收纳-10000871,"Eldon 盒, 工业",E,2019/10/9,中国,洛阳,Storage Tool,万冬-12460,万冬露,福建,Office Supplies,Consumer,8753,一级,延迟装运,CN-2019-1829918,2019/10/6,48,3,￥1,0%,5,251,￥375
办公用-装订-10002699,"Wilson Jones Binding Machine, 耐用",E,2019/10/9,中国,洛阳,Binding Machine,万冬-12460,万冬露,福建,Office Supplies,Consumer,8754,一级,延迟装运,CN-2019-1829918,2019/10/6,0,3,￥1,0%,3,203,￥304
办公用-收纳-10004975,"Fellowes 文件夹, 工业",E,2019/10/9,中国,洛阳,Storage Tool,万冬-12460,万冬露,福建,Office Supplies,Consumer,8755,一级,延迟装运,CN-2019-1829918,2019/10/6,80,3,￥1,0%,4,502,￥751
家具-Chair-10002059,"SAFCO 凳子, 红色",E,2019/12/7,中国,杭州,Chair,姚彩-10765,姚彩,浙江,Furniture,Small Business,8756,标准级,延迟装运,US-2019-4825687,2019/11/30,-1035,7,￥6,40%,4,1881,"￥2,817"
技术-复印-10001635,"佳能 Copier, 红色",E,2019/12/7,中国,杭州,Copier,姚彩-10765,姚彩,浙江,Technology,Small Business,8757,标准级,延迟装运,US-2019-4825687,2019/11/30,-4265,7,￥6,40%,9,6561,"￥9,825"
家具-Table-10002438,"Hon 圆桌, 白色",E,2019/12/7,中国,杭州,Table,姚彩-10765,姚彩,浙江,Furniture,Small Business,8758,标准级,延迟装运,US-2019-4825687,2019/11/30,-1523,7,￥6,60%,3,2901,"￥4,345"
办公用-装订-10002471,"Acco 订书机, 实惠",E,2019/12/7,中国,杭州,Binding Machine,姚彩-10765,姚彩,浙江,Office Supplies,Small Business,8759,标准级,延迟装运,US-2019-4825687,2019/11/30,-43,7,￥6,40%,2,286,￥428
办公用-Paper-10002204,"Enermax 信纸, 回收",E,2022/8/5,中国,常州,Paper,陈婉-21340,陈婉,江苏,Office Supplies,Consumer,8760,一级,准时装运,CN-2022-5250870,2022/8/4,57,1,￥1,0%,2,439,￥657
技术-复印-10003823,"惠普 墨水, 彩色",E,2022/8/5,中国,常州,Copier,陈婉-21340,陈婉,江苏,Technology,Consumer,8761,一级,准时装运,CN-2022-5250870,2022/8/4,48,1,￥1,40%,2,729,"￥1,091"
办公用-收纳-10001996,"Fellowes 搁板, 金属",E,2022/8/5,中国,常州,Storage Tool,陈婉-21340,陈婉,江苏,Office Supplies,Consumer,8762,一级,准时装运,CN-2022-5250870,2022/8/4,221,1,￥1,0%,14,3718,"￥5,568"
办公用-Supplies-10000030,"Acme 尺子, 锯齿状",E,2021/7/30,中国,温州,Supplies,陶惠-14455,陶惠,浙江,Office Supplies,Consumer,8763,标准级,提前装运,CN-2021-4674220,2021/7/26,-5,4,￥6,40%,4,150,￥225
技术-Telephone-10002069,"苹果 音频基座, 混合尺寸",N,2020/6/4,中国,天津,Telephone,孔关-15610,孔关茵,天津,Technology,Business,8764,二级,提前装运,CN-2020-4572693,2020/6/2,507,2,￥3,0%,4,3168,"￥4,745"
家具-Chair-10002448,"SAFCO 折叠椅, 红色",S,2019/4/9,中国,许昌,Chair,孙雯-21805,孙雯,河南,Furniture,Business,8765,标准级,提前装运,CN-2019-5816959,2019/4/5,64,4,￥6,10%,2,720,"￥1,078"
办公用-Supplies-10000222,"Kleencut 开信刀, 蓝色",E,2020/10/27,中国,宁波,Supplies,郝壁-10420,郝壁,浙江,Office Supplies,Business,8766,标准级,提前装运,CN-2020-5113626,2020/10/22,-40,5,￥6,40%,1,76,￥113
办公用-收纳-10004975,"Fellowes 文件夹, 工业",S,2022/1/19,中国,广州,Storage Tool,苏江-14620,苏江丽,广东,Office Supplies,Business,8767,标准级,准时装运,CN-2022-1349856,2022/1/13,100,6,￥6,0%,5,627,￥939
办公用-Paper-10004087,"Eaton 计划信息表, 回收",S,2019/3/9,中国,洛阳,Paper,陈锦-14830,陈锦,广东,Office Supplies,Business,8768,标准级,提前装运,CN-2019-4757396,2019/3/4,43,5,￥6,0%,5,478,￥716
技术-Telephone-10003014,"思科 智能手机, 混合尺寸",S,2021/7/29,中国,麻城,Telephone,罗君-15235,罗君,湖北,Technology,Consumer,8769,标准级,提前装运,CN-2021-4888622,2021/7/24,79,5,￥6,40%,3,1187,"￥1,778"
办公用-收纳-10004747,"Eldon 文件夹, 单宽度",E,2022/10/21,中国,杭州,Storage Tool,邱栋-12265,邱栋,浙江,Office Supplies,Consumer,8770,当日,准时装运,CN-2022-2234207,2022/10/21,25,0,￥0,0%,1,79,￥119
办公用-Supplies-10002573,"Fiskars 尺子, 工业",E,2022/10/21,中国,杭州,Supplies,邱栋-12265,邱栋,浙江,Office Supplies,Consumer,8771,当日,准时装运,CN-2022-2234207,2022/10/21,-38,0,￥0,40%,2,90,￥135
办公用-Paper-10004686,"SanDisk 信纸, 多色",E,2021/5/4,中国,义乌,Paper,洪光-13420,洪光,浙江,Office Supplies,Business,8772,标准级,准时装运,CN-2021-1177754,2021/4/28,125,6,￥6,0%,2,465,￥697
办公用-Supplies-10004161,"Kleencut 修剪器, 工业",E,2021/5/4,中国,义乌,Supplies,洪光-13420,洪光,浙江,Office Supplies,Business,8773,标准级,准时装运,CN-2021-1177754,2021/4/28,-241,6,￥6,40%,4,482,￥722
技术-Accessories-10001642,"贝尔金 键盘, 回收",N,2021/8/12,中国,衡水,Accessories,韩杰-14725,韩杰,河北,Technology,Consumer,8774,标准级,提前装运,CN-2021-5378913,2021/8/8,671,4,￥6,0%,4,1525,"￥2,284"
办公用-系固-10003933,"OIC 图钉, 每包 12 个",N,2021/8/12,中国,衡水,Fastener,韩杰-14725,韩杰,河北,Office Supplies,Consumer,8775,标准级,提前装运,CN-2021-5378913,2021/8/8,123,4,￥6,0%,7,441,￥660
家具-Bookshelf-10003254,"宜家 墙角架, 金属",N,2021/8/12,中国,衡水,Bookshelf,韩杰-14725,韩杰,河北,Furniture,Consumer,8776,标准级,提前装运,CN-2021-5378913,2021/8/8,457,4,￥6,0%,2,1144,"￥1,713"
办公用-Art-10002271,"Binney & Smith 荧光笔, 金属",N,2021/8/12,中国,衡水,Art,韩杰-14725,韩杰,河北,Office Supplies,Consumer,8777,标准级,提前装运,CN-2021-5378913,2021/8/8,14,4,￥6,0%,9,750,"￥1,123"
家具-Chair-10004899,"Hon 凳子, 每套两件",E,2020/8/25,中国,上海,Chair,钟伟-21475,钟伟,上海,Furniture,Small Business,8778,二级,准时装运,CN-2020-3420308,2020/8/22,604,3,￥3,0%,3,2323,"￥3,478"
技术-Equipment-10000759,"冲电器 计算器, 白色",S,2021/9/15,中国,武汉,Equipment,许绅-19960,许绅,湖北,Technology,Consumer,8779,标准级,提前装运,CN-2021-5623341,2021/9/11,-85,4,￥6,40%,1,142,￥213
办公用-Envelope-10001478,"Cameo 邮寄品, 每套 50 个",S,2021/9/15,中国,武汉,Envelope,许绅-19960,许绅,湖北,Office Supplies,Consumer,8780,标准级,提前装运,CN-2021-5623341,2021/9/11,598,4,￥6,0%,7,1247,"￥1,867"
办公用-系固-10002368,"OIC 回形针, 混合尺寸",E,2021/8/19,中国,萍乡,Fastener,沈彩-10750,沈彩,江西,Office Supplies,Consumer,8781,标准级,提前装运,CN-2021-3551529,2021/8/15,5,4,￥6,0%,5,277,￥415
技术-Accessories-10003629,"SanDisk 键盘, 可编程",E,2021/8/19,中国,萍乡,Accessories,沈彩-10750,沈彩,江西,Technology,Consumer,8782,标准级,提前装运,CN-2021-3551529,2021/8/15,0,4,￥6,0%,5,1936,"￥2,900"
家具-Bookshelf-10004493,"Dania Bookshelf, 传统",E,2022/3/28,中国,上海,Bookshelf,潘荷-13735,潘荷,上海,Furniture,Small Business,8783,标准级,延迟装运,CN-2022-4200185,2022/3/21,755,7,￥6,0%,7,3972,"￥5,948"
办公用-Envelope-10003899,"Kraft 马尼拉纸Envelope, 回收",NE,2022/11/13,中国,大庆,Envelope,贺恒-13630,贺恒,黑龙江,Office Supplies,Consumer,8784,标准级,提前装运,CN-2022-3898543,2022/11/9,248,4,￥6,0%,5,590,￥884
技术-Accessories-10004500,"罗技 键盘, 实惠",SW,2022/6/24,中国,昆明,Accessories,巩嫒-10045,巩嫒,云南,Technology,Business,8785,一级,延迟装运,CN-2022-2213009,2022/6/22,81,2,￥1,0%,1,338,￥506
技术-Equipment-10004535,"冲电器 卡片打印机, 白色",SW,2022/6/24,中国,昆明,Equipment,巩嫒-10045,巩嫒,云南,Technology,Business,8786,一级,延迟装运,CN-2022-2213009,2022/6/22,1049,2,￥1,0%,3,2439,"￥3,653"
办公用-系固-10003118,"Stockwell 夹子, 混合尺寸",SW,2022/6/24,中国,昆明,Fastener,巩嫒-10045,巩嫒,云南,Office Supplies,Business,8787,一级,延迟装运,CN-2022-2213009,2022/6/22,70,2,￥1,0%,3,234,￥350
家具-Chair-10002078,"Office Star 凳子, 黑色",S,2021/3/7,中国,怀城,Chair,邹雯-21820,邹雯,广东,Furniture,Consumer,8788,一级,准时装运,CN-2021-2190451,2021/3/6,-288,1,￥1,10%,4,2881,"￥4,315"
办公用-装订-10000020,"Cardinal Binding Machine, 透明",N,2021/8/18,中国,天津,Binding Machine,林德-12175,林德伟,天津,Office Supplies,Business,8789,一级,延迟装运,CN-2021-2531621,2021/8/16,124,2,￥1,0%,4,248,￥372
技术-复印-10004447,"佳能 Copier, 每套两件",N,2021/8/18,中国,天津,Copier,林德-12175,林德伟,天津,Technology,Business,8790,一级,延迟装运,CN-2021-2531621,2021/8/16,991,2,￥1,0%,3,3670,"￥5,496"
办公用-Supplies-10004755,"Stiletto 剪刀, 工业",N,2021/8/18,中国,天津,Supplies,林德-12175,林德伟,天津,Office Supplies,Business,8791,一级,延迟装运,CN-2021-2531621,2021/8/16,108,2,￥1,0%,2,235,￥353
办公用-Paper-10004071,"Eaton 羊皮纸, 每包 12 个",E,2022/5/10,中国,苏州,Paper,殷凤-13030,殷凤,江苏,Office Supplies,Small Business,8792,标准级,准时装运,US-2022-3351164,2022/5/4,25,6,￥6,0%,2,164,￥246
